status,label
#ছেড়াদ্বীপ #অস্থিরঘুরাঘুরি #বেস্টফরএভার,2
চট্টগ্রামের মাটিতে মুমিনুলের আর ফিফটি করা হবে না...,0
"সংখ্যালঘু অসহায়,দুঃস্থদের মাঝে শীত বস্ত্র বিতরণ করে ছাত্রশিবির ঢাকা মহানগরী দক্ষিণ শাখা"",",4
ব্যক্তিগত জীবনে হতাশাগ্রস্থ মানুষরাই মাঠে ভালো খেলতে না পারা ক্রিকেটারদের গালিগালাজ করে।,0
"চার দিকে যা মেডিকেলের ক্রিয়েটিভ ডাক্তার (চোর আর কি ) ) দেখতেছি তার ৮০ ই দেখি মেয়ে - - এটা নারীর ক্ষমতায়ন নাকি - এটা কে কোটার সাথে তুলনা করা যায়। মুক্তি কোটা না, প্রতিবন্ধি কোটা ও না। চোরের কোটা আর কি",5
দেশের বিরুদ্ধে যে কোন ষড়যন্ত্র রুখে দিতে প্রয়োজনে সর্বোচ্চ ত্যাগ স্বীকারের জন্য প্রস্তুত থাকতে হবে।,4
এত সুন্দর ট্যুর তাও ক্যান জানি এই হারামিগুলারে অলটাইম মিস করি --,2
সুতরাং নতুন বছরে নতুন উদ্যামে ঈমানের শক্তিতে বলিয়ান হয়ে এগিয়ে যেতে হবে।,4
সাকিব কি প্রতি ম্যাচেই আমাকে দিয়ে এটা শেয়ার করাইতে চায়,0
আগামী দিনেও শিবির সমৃদ্ধ বাংলাদেশ গড়ার প্রত্যয় নিয়ে সামনে এগিয়ে যাবে।,4
অনেক মুখরমুখরা ফেসবুকার গাজা ক্রাইসিসে নিশচুপ।,4
খাওয়াদাওয়া আর ঘুরাঘুরির ট্রিট ভাইয়া,2
"জীবনে কিছু পেতে গেলে নাকি কিছু হারাতে হয় - এই কথাটা আগে অনেক শুনেছি কিন্তু আজকে ভালোমতো টের পেলাম। গিয়েছিলাম স্মোকি মাউন্টেন দেখতে। ৪ দিন পর ফিরে আসার কথা ছিলো। কিন্তু হঠাৎ করে ঠান্ডা পড়ে, আর বৃষ্টি হয়ে, এত সুন্দর দেখা গেলো যে, স্মোকির অলিগলি ঘুরে আর ৪ দিনে ফিরে আসতে পারি নাই। ৫ দিন পরে ভোর ৪ টায় বাসায় পৌঁছালাম। এই সময়ে বেশীরভাগ সময় কোন মোবাইল নেটওয়ার্ক বা ইন্টারনেট না থাকায় খুব মজা করে ঘুরে বেড়ানো গেছে। কিন্তু দিন-দুনিয়ার তেমন কোন খোঁজখবর পাইনি। বহু মেইল, রিমাইন্ডার সব মিস করেছি।.",2
"রেডিওতে খবর দিছে দেশে কোন অভাব নাই, লাইল্লার ঘরে কাইল্লার ঘরে আনন্দের আর সীমা নাই.",5
"ঝিনাইদহ সদর থানার ওসি এমদাদুল হক শেখ বলেন, ”শিবির নেতা এনামুল হক শনিবার পুলিশ হেফাজতে জিজ্ঞাসাবাদে ছমির উদ্দিন হত্যায় জড়িত থাকার কথাও স্বীকার করেন।",4
কোথাও কিছু হলেই সেখানে সরকার ও পুলিশের প্রধান কাজ হয়ে দাঁড়ায় ছাত্রশিবিরকে জড়িয়ে মিথ্যাচার করা ।,4
"আমি যখন হিসাব করতেসিলাম, ইমরুল আজ সেঞ্চুরী করলে ওর এভারেজ এক লাফে ডাবল হয়ে যাবে...  ইমরুল তখন তার ১০ এভারেজ ঠিক রাখার জন্য ১০ রানেই আউট হয়ে গেল।",0
সেই একটা ট্রিপ হইসে বেশি লেইম না হইলে সি ইউ এগেইন এর লিরিক্সটা মাইরা দেই ( .,2
"আল্লাহ তায়ালার ইবাদাত হতে হবে কুফরমুক্ত ডাঃ গাজী মুহাম্মাদ নজরুল ইসলাম সমস্ত প্রশংসা আল্লাহর জন্য যিনি রব্বুল আলামীন। দুরুদ ও সালাম রসূলুল্লাহ সল্লাল্লাহু আলাইহি ওয়াসাল্লামএর প্রতি,তার পরিবারবর্গ,বংশধর,সাহাবায়ে কিরাম রাদিয়াল্লাহু আনহুম ও সালেহীণ রহমাতুল্লাহি আলাইহিমগণের প্রতি। আমরা সাক্ষ্য দিচ্ছি যে,আল্লাহ ছাড়া কোন ইলাহ নাই এবং মুহাম্মাদ স আল্লাহর বান্দা ও তাঁর রসূল। নিশ্চয়ই শুভ পরিণতি কেবলমাত্র রসূলুল্লাহ সল্লাল্লাহু আলাইহি ওয়াসাল্লাম, খুলাফায়ে রাশিদীন, আহলে বাইত এবং সাহাবা...",1
কোন অপকৌশলের কাছে ছাত্রশিবির মাথানত করবে না। সকল প্রতিকূলতার মোকাবেলা করে কুরআনের আলোকে একটি সমৃদ্ধ দেশ গঠনে আমরা সামনের দিকে এগিয়ে যাব ইনশাআল্লাহ।,4
খেলা শেষ।,0
".জয় সবাই-ই চায় । কিন্তু জয়কে নিজে আদায় করে নিতে সবাই পারে না । জয়ের পিছনে পরিশ্রম,ত্যাগ ও লক্ষ্যের প্রতি গভীর মনোযোগ থাকতে হয় -) ১৪ই এপ্রিল,২০১৭ পহেলা বৈশাখ উপলক্ষে শুদ্ধের আয়োজনে ফুটবল খেলার শেষ ট্রাইব্রেকার চিত্র । এই ট্রাইবেকারের গোল-ই তাদের জয় এনে দেয় । -)",0
"মুক্তি ও কল্যাণের পথ হল সাহাবাগণের নমুনায় রসূলুল্লাহ এর অনুসরণঃ  হযরত আব্দুল্লাহ ইবনে আমর রাদিয়াল্লাহু আনহু থেকে বর্ণিত। রসূলুল্লাহ সল্লাল্লাহু আলাইহি ওয়াসাল্লাম বলেন  বানীইসরাইলীগণ বাহাত্তর দলে বিভক্ত হয়েছিল আর আমার উম্মাত বিভক্ত হবে তিয়াত্তর দলে, সকলেই জাহান্নামে যাবে কিন্তু একটি মাত্র দল জান্নাতে যাবে। সাহাবাগণ জিজ্ঞাসা করলেন এই দল কারা রসূলুল্লাহ রসূলুল্লাহ সল্লাল্লাহু আলাইহি ওয়াসাল্লাম বললেন  যারা আমার ও আমার...",1
".পৃথিবীর সবচেয়ে সম্মানজনক পেশার নাম মা, এর পক্ষ থেকে সকল মা কে জানাই বিনম্র শ্রদ্ধা।",5
". এ পাশ করছি ------------------------------------ ডাক্তারি পড়ার ৪ ধাপের মাঝে ১ টা ধাপ অাল্লাহর অশেষ রহমতে সাথে শুভাকাঙ্ক্ষীদের দোয়ায় অতিক্রম করলাম। যারা মিষ্টি খাওয়ার তারারে সময় কইরা খাওয়ামু,দূরের তাঁরা নিজেই খেয়ে নিবেন শুভাকাঙ্ক্ষী হিসেবে।",5
"২০০৭ সালের ভোর রাতে  সামরিক মদদপোষ্ট ফখরুদ্দীন -মঈনুদ্দিনের স্বৈরাচার তত্তাবদায়ক সরকার গণতন্ত্রের মানস কন্যা জননেত্রী শেখ হাসিনা কে কারারুদ্ধ করার মাধ্যমে বাংলাদেশের গণতন্ত্রকে চেয়েছিল বন্ধী করতে ,",4
অনেক দিন পর প্রিয় ভাই ) ম্যাম এর সাথে ),5
এই যুব ও তরুণ সমাজের এগিয়ে চলার পথ যদি হয় কুরআন তাহলে শুধু দেশ বা সমাজ নয় বরং সারা বিশ্বে শান্তি প্রতিষ্ঠা সম্ভব।,4
".চলুন সুব্রতকে স্বাভাবিক জীবনে ফিরিয়ে আনি, সাথে সাস্টিয়ান এলামনাইকেও ******************************************************************** দেশে কারো বড় কোন অসুখের খবর শুনলে মনটা ভীষণ খারাপ হয়ে যায়। কারণ বড় অসুখ মানেই বিশাল অংকের টাকার যোগান। ১০ লক্ষ থেকে কোটি টাকার একটা ব্যাপার। বলুন তো বাংলাদেশে.",5
"প্রকৃত স্মার্ট তারা , যারা সব পরিস্থিতিতে নিজেকে মানিয়ে নিতে পারে।।।।।",5
হাশরের ময়দানে যারা আরশের ছায়াতলে স্থান পাওয়ার কতিপয় সহজ উপায় ডাঃ গাজী মুহাম্মাদ নজরুল ইসলাম হাশরের ময়দান হবে মারত্মক ভয়াবহ। সেদিন প্রচন্ড উত্তাপ সহকারে সূর্য ময়দানবাসীর মাথার কাছাকাছি চলে আসবে। সেদিন আল্লাহ তায়ালার আরশের ছায়া ছাড়া আর কোন ছায়া থাকবে না। সেদিন আল্লাহ তায়ালা তাঁর কতিপয় নেক বান্দাকে...,1
"আল্লাহ তায়ালার ইবাদাত হতে হবে সব ধরণের শিরকমুক্ত ডাঃ গাজী মুহাম্মাদ নজরুল ইসলাম সমস্ত প্রশংসা আল্লাহর জন্য যিনি রব্বুল আলামীন। দুরুদ ও সালাম রসূলুল্লাহ সল্লাল্লাহু আলাইহি ওয়াসাল্লামএর প্রতি,তার পরিবারবর্গ,বংশধর,সাহাবায়ে কিরাম রাদিয়াল্লাহু আনহুম ও সালেহীণ রহমাতুল্লাহি আলাইহিমগণের প্রতি। আমরা সাক্ষ্য দিচ্ছি যে,আল্লাহ ছাড়া কোন ইলাহ নাই এবং মুহাম্মাদ স আল্লাহর বান্দা ও তাঁর রসূল। নিশ্চয়ই শুভ পরিণতি কেবলমাত্র রসূলুল্লাহ সল্লাল্লাহু আলাইহি ওয়াসাল্লাম, খুলাফায়ে রাশিদীন, আহলে বাইত এবং সাহাবা...",1
জঙ্গিবাদ একটি জাতীয় সমস্যা এবং স্পর্শকাতর বিষয়।,4
ফেসবুক থেকে আয় করুন .-.--,5
সরকারের তথাকথিত সাঁড়াশি অভিযানের সময়ও ৬৩ জেলায় একযোগে বোমাহামলার আসামী নড়াইল সদর উপজেলা ছাত্রলীগের সভাপতি গাজী আব্দুল্লাহ আল মামুনকে গ্রেপ্তার করে পুলিশ।,4
১৯৭৭ সালে প্রতিষ্ঠার পর থেকে দেশের প্রতিটি অর্জনে ছাত্রসমাজকে সাথে নিয়ে ছাত্রশিবির গঠনমুলক ভূমিকা রেখেছে।,4
মুহাম্মাদের লাগামহীন সেক্স লাইফ।,3
", - এম সি কলেজ, সিলেট",2
হাইরে ভালবাসা প্রেমিকা বলে কিছু কথা নাকি মুখে বলা যায়না চোখ দিয়ে বুঝতে হয় আজ থেকে মুখ অফ করলাম দেখি চোখে কেমনে কথা কয়,5
ভারতের জানোয়ার হিন্দু গুলো গরুর জন্য যেভাবে মুসলিম হত্যা করছে ঠিক সেইভাবে বাংলাদেশের হিন্দুরা মুসলিম হত্যার জন্য সুযোগে বসে আছে।,3
"পারিবারিক জীবনঃ ইসলামী পারিবারিক জীবনে হালাল বা বৈধ উপার্জন ডাঃ গাজী মুহাম্মাদ নজরুল ইসলাম সমস্ত প্রশংসা আল্লাহ তায়ালার জন্য যিনি রব্বুল আলামীন। দুরুদ ও সালাম রসূলুল্লাহ্ সল্লালাহু আলাইহি ওয়াসাল্লাম এর প্রতি যিনি রহমাতুল্লিল আলামীন, তাঁর পরিবারবর্গ, সাহাবায়ে কিরাম রাদিয়াল্লাহু আনহুম এবং সালেহীন রগণের প্রতি। আমরা সাক্ষ্য দিচ্ছি যে, আল্লাহ ছাড়া কোন ইলাহ নাই। আমরা আরও সাক্ষ্য দিচ্ছি যে, মুহাম্মাদ সল্লালাহু আলাইহি ওয়াসাল্লাম তাঁর বান্দাহ ও রসূল। নিশ্চয়ই শুভ পরিণতি শুধুমাত্র মুত্তাকীনদের জন্য...",1
মাতাপিতা অমুসলিম হলেও উত্তম ব্যবহার করতে হবেঃ  মাতাপিতা যদি আল্লাহ তায়ালার মনোনীত দ্বীন ইসলাম পরিত্যাগ করার জন্য বা আল্লাহর সাথে শরীক করার জন্য বা ইসলামের কোন অলংঘনীয় বিধান লংঘন করার জন্য সন্তানদের উপর চাপ প্রয়োগ করে তাহলে তা মান্য করা যাবে না। কিন্তু তাদের সাথে সুন্দর আচরণ ও সদ্ভাব বজায় রাখতে হবে। এ প্রসংগে আল্লাহ তায়ালা ঘোষণা করেন   আমি মানুষকে তার মাতাপিতার সাথে সুন্দর আচরণ করার নির্দেশ দিয়েছি। তবে মাতাপিতা যদি আমার সাথে এমন...,1
"আমরা দৃঢ়তার সাথে ঘোষনা করছি, দেশের জনগণকে সাথে নিয়ে স্বপ্নের সোনার বাংলা গঠনের মাধ্যমে কাঙ্খিত দেশ গড়ে তুলবই ইনশাআল্লাহ।"",",4
"বন্ধু দিবসে মনে পড়ে তোরা দুজনকে খুব, তোদের অবদান আমার জীবনে অনেক আজকে তোদের জন্য আমার এই অবস্থান, খারাপ লাগে তোরা নাই পাশে, তোরা পাশে থাকলে হয়তো আজকে অনেকদূরেই থাকতাম! তোদের পরবর্তী ডিভিলসরা হইলো মোঃ সাজিদুল ইসলাম সাগর () অপর্না সাহা শর্মী .",5
মুসলমান এবং কাফের	 এই দুই ভাগে বিভক্ত করে। ইসলামে অবিশ্বাসীরা হচ্ছে 'হারবাই'	 যাকে বলে শত্রু। ইসলাম কাফের জাতিসমূহকে তাচ্ছিল্য করে এবং ঘৃণা করে	 যা মুসলমান এবং কাফেরদের মধ্যে চিরস্থায়ী শত্রুতাপুর্ণ মনোভাব সৃষ্টি করে।,3
"দ্বীনের তিনটি মৌলিক শাখাঃ ঈমান, ইসলাম ও ইহসান  হযরত উমার রাদিয়াল্লাহু আনহু হতে বর্ণিত। তিনি বলেন, একদিন আমরা রাসূলুল্লাহ্ সাল্লাল্লাহু আলাইহি ওয়াসাল্লামের নিকট বসেছিলাম, এমন সময় হঠাৎ এক ব্যক্তি আমাদের সামনে উপস্থিত হয়, যার কাপড় ছিল ধবধবে সাদা, চুল ছিল ভীষণ কালো তার মাঝে ভ্রমণের কোন লক্ষণ পরিলক্ষিত হচ্ছিল না। আমাদের মধ্যে কেউ তাকে চিনতে পারে নি। সে নবী সাল্লাল্লাহু আলাইহি ওয়াসাল্লামের নিকটে গিয়ে বসে, নিজের হাঁটু তার হাঁটুর সঙ্গে...",1
"মুমিনগণ তোমরা আল্লাহর দ্বীনের সাহায্যকারী হয়ে যাওঃ   মহান রাব্বুল আলামীন বলেনঃ হে ঈমানদারগণ তোমরা আল্লাহর দ্বীনের সাহায্যকারী হয়ে যাও, যেমন ঈসা ইবনেমরিয়ম তার শিষ্যবর্গকে বলেছিল,আল্লাহর পথে কে আমার সাহায্যকারী হবে শিষ্যবর্গ...",1
"বিশ্বজোড়া পাঠশালা মোর, সবার আমি ছাত্র, নানান ভাবে নতুন জিনিস শিখছি দিবারাত্র। -সুনির্মল বসু (শুধু বাস্তবতা কি, তা শিখতে একটু বেশি সময় যাচ্ছে)",5
"তাওবাহ ও ক্ষমা প্রার্থনার গুরুত্ব ও ফজিলতঃ  হযরত আবু হুরায়রা রাদিয়াল্লাহু আনহু থেকে বর্ণিত। তিনি বলেন, রাসূলুল্লাহ সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম বলেছেন তোমাদের কেউ তার হারানো মাল পুনঃপ্রাপ্তিতে যতটা আনন্দিত হয়, তোমাদের কারো তাওবায় ক্ষমা প্রার্থনায় আল্লাহ তার চেয়ে অধিক আনন্দিত হন ।   জামে তিরমিযি, হাদীস নং২৪৯৯",1
্রতিষ্ঠার পর থেকেই শত প্রতিকুলতাকে মাড়িয়ে শিবির তার লক্ষ্য পানে এগিয়ে চলছে।,4
গরুর বাচ্চা ভগবান মহাশক্তিশালী তার আবার অস্র কেন নিজেকে রক্ষার্তে,3
. . . . . . . . . . . কোন গুটি চলবে না।। শুধু খেলা হবে।।।,0
"রক্তের রং লাল, গোধূলির রং লাল। লাল বাতি,লাল হৃদয়। . অামি গ্রামের ছেলে, রক্ত টকটকে লাল, শরীরে কাঁদামাটির গন্ধ।",5
আলুটিলা গুহা,2
"ফাহিম মাসরুরপরীক্ষার্থীদের হাতে একটি করে ট্যাবের মতো ডিজিটাল ডিভাইস দেওয়া হবে। পরীক্ষা শুরুর আগে কেন্দ্রের দায়িত্বপ্রাপ্ত কর্মকর্তাদের প্রশ্নের কোড জানিয়ে দেওয়া হবে। পরীক্ষা শুরুর সময়ে পরীক্ষার্থীদের ডিভাইসে অটোমেটিক প্রশ্ন ভেসে উঠবে। সেটা দেখেই তারা উত্তর লিখবে। শুনতে বেশ ভালো লাগছে। ডিজিটাল বাংলাদেশে তো. মাননীয় প্রধানমন্ত্রী, আমাদের সন্তানদের গিনিপিগ বানাবেন না .",5
আজকের ম্যাচে ইংল্যান্ড জিতলে   তে বাংলাদেশের ২য় হয়ে সেমিফাইনালে যাওয়ার সুযোগ থাকবে। কিন্তু আজকের ম্যাচে নিউজিল্যান্ড জিতলে   তে বাংলাদেশের গ্রুপ চ্যাম্পিয়ন হয়ে সেমিফাইনালে যাওয়ার সুযোগ থাকবে।,0
আডডা ঘুরাঘুড়ি খেলাধুলা ফান মাসতী খাওয়া-দাওয়া অার ও কত কি.,5
"অভিনন্দন ইউনেস্কোর আন্তর্জাতিক জুড়ি বোর্ডের সভাপতি হলেন, মাননীয় প্রধানমন্ত্রী দেশরত্ন শেখ হাসিনার কন্যা, সায়েমা ওয়াজেদ পুতুল। শুভ কামনা রইল",5
. (রাতার গুল সোয়াম্প ফরেস্ট ).,2
> প্রজন্ম একাত্তর,5
"আত্মশুদ্ধিঃ কলবের রোগের মৌলিক চিকিৎসার বিবরণঃ  রসূলুল্লাহ্ সল্লাল্লাহু আলাইহি ওয়াসাল্লাম বলেছেন  নিশ্চয়ই মানুষের দেহে এক টুকরা গোশত আছে, যখন তা যথার্থ রূপে পবিত্র হয় তখন সমস্ত দেহই পবিত্র হয়ে যায়, আর যখন তা অপবিত্র হয়ে যায় তখন সমস্ত দেহই অপবিত্র হয়ে যায়, আর জেনে রাখ তা হল ক্বলব। বুখারী মুসলিম সুতরাং কলব পরিশুদ্ধ হলে অংগপ্রত্যংগসহ গোটা দেহ এবং তার সমস্ত কাজকর্ম পরিশুদ্ধ হয়ে যায়। মৌলিক চিকিৎসা হল ঐ সমস্ত চিকিৎসা যা কলবের মরিচা বা কালিমা...",1
কথা বলায় সাবধানতা অবলম্বনের গুরুত্ব ও ফজিলতঃ   হযরত বিলাল বিন হারিস রাদিয়াল্লাহু আনহু থেকে বর্র্ণিত। নবী সল্লাল্লাহু আলাইহি ওয়াসাল্লাম বলেন  মানুষ আল্লাহর সন্তুষ্টির এমনও কথা বলে যার কল্যাণের কথা সে ধারণাই করতে পারে না অথচ তার দরুন কিয়ামত অবধি তাঁর চিরস্থায়ী সন্তুষ্টি লিপিবদ্ধ করে দেন। আবার মানুষ আল্লাহর অসন্তুষ্টির এমনও কথা বলে যার অকল্যাণের কথা সে ধারণাই করতে পারে না অথচ তার দরুন কিয়ামত অবধি তাঁর চিরস্থায়ী অসন্তুষ্টি লিপিবদ্ধ করে দেন।   তিরমিযী ও মুয়াত্তা ইমাম মালিক,1
ইন্ডিয়ায় দেখা জায় গরু জবাই দেওয়ার কারনে অই মানুষকে পিটিয়ে মারা হই।,3
গরুখোর মুসলমান গুলারে খুইজা বাইর কইরা মেরে ফেলতে হবে,3
"দুনিয়ার বুকে ঈমানের পরীক্ষায় পরীক্ষায় উত্তীর্ণ হওয়ার উপায়ঃ   ধৈর্য্য ও নামাযের মাধ্যমে সাহায্য প্রার্থনা করাঃ আল্লাহ তায়ালা বলেনঃ হে মুমিনগন তোমরা ধৈর্য্য ও নামাযের মাধ্যমে সাহায্য প্রার্থনা কর। নিশ্চয়ই আল্লাহ ধৈর্য্যশীলদের সাথে রয়েছেন। আর যারা আল্লাহর রাস্তায় নিহত হয়, তাদের মৃত বলো না। বরং তারা জীবিত, কিন্তু তোমরা তা বুঝ না। অবশ্যই আমি তোমাদিগকে পরীক্ষা করব কিছুটা ভয়, ক্ষুধা, মাল ও জানের ক্ষতি ও ফলফসল বিনষ্টের মাধ্যমে।...",1
"ইমামের কিরাত মানেই হল মুক্তাদীর কিরাতঃ  ইমামের পিছনে মুক্তাদীর কিরাত পাঠ না করা প্রসংগেঃ হযরত আবু হুরায়রা রাদিয়াল্লাহু আনহু থেকে বর্ণিত। রাসূলুল্লাহ সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম বলেছেনঃ যার ইমাম রয়েছে, তার ইমামের কিরাত মানেই হল তার কিরাত। মুয়াত্তা মালিকঃ হাদীস নং১২৪, মুসনাদে আহমাদঃ হাদীস নং১৪৬৪৩, সুনানে ইবনে মাজাহঃ হাদীস নং৮৫০, তাহাবী শরীফঃ হাদীস নং১২৯৪, মুজামে ইবনুল আরাবীঃ হাদীস নং১৭৫৫, সুনানে দারা কুতনীঃ হাদীস নং১২৩৩, মুসন্নাফ...",1
শপথ নিয়ে কি করবো? আপনি আমার কৃষকদের বাঁচান-কান্নাজড়িত কন্ঠে প্রধানমন্ত্রীকে. ড.জয়া সেন সদ্য নির্বাচিত সাংসদ সুনামগঞ্জ।,4
"মুক্তিযোদ্ধাদের সকল স্বপ্ন আজকের তরুণ সমাজকে ঘিরে। তাই মুক্তিযোদ্ধাদের স্বপ্ন বাস্তবায়নে আজকের তরুণ সমাজকেই মূল ভূমিকা পালন করতে হবে।"",",4
"এর পরও ছাত্রশিবিরকে জড়িয়ে এমন জঘন্য মিথ্যাচার ও ষড়যন্ত্র কার স্বার্থে, জাতি তা জানতে চায়।",4
এইটা কি দেখলাম,5
মায়ার টানে.বাড়ির পানে.,2
দুই সেলিভ্রেটির সাথে এবার ঘুরতে যাই,2
গরুর মুতখোররা আর কি বলবো,3
"বিধাতার অপূর্ব এক সৃষ্টি দার্জিলিং, চারদিক শুধুই সুন্দর আর সুন্দর ---!!!!!",2
একমাত্র বিপদে পড়লেই প্রকৃত বন্ধুকে চেনা যায়। যতদিন পৃথিবী থাকবে এটাই চিরন্তন সত্য হয়ে অবিরামভাবে চলতে থাকবে ।,5
"ভায়োলেন্স থেকে আত্মরক্ষার জন্য মহিলাদের প্রতি আল্লাহ ও তাঁর রসূলের পরামর্শঃ   মহান আল্লাহ তায়ালা বলেনঃ হে নবী, তুমি তোমার স্ত্রীদেরকে, কন্যাদেরকে ও মুমিনদের স্ত্রীদেরকে বল, তারা যেন তাদের জিলবাবের কিছু অংশ নিজেদের উপর ঝুলিয়ে দেয়। তাদেরকে চেনার ব্যাপারে এটাই সবচেয়ে কাছাকাছি পন্থা হবে। ফলে তাদেরকে কষ্ট দেয়া হবে না। আর আল্লাহ অতীব ক্ষমাশীল, পরম দয়াময়।  সূরা আহযাবঃ আয়াত ৫৯ হযরত আব্দুল্লাহ ইবনে আব্বাস...",1
"এক ব্যানারে শাবিপ্রবির সংগঠনগুলির মোটো < ধন্যবাদ #সম্মিলিতসাংস্কৃতিকজোট ,শাবিপ্রবি এইরকম একটা ভাল লাগার অনুষ্ঠানের আয়োজন করার জন্য #হিমার্তআত্মারসাংস্কৃতিকপ্রজ্জ্বলন <",5
"লোকে আপনার ব্যাপারে কী মন্তব্য করে সে বিষয়ে যদি আপনি অতিরিক্ত মনোযোগ দেন, তাহলে এর ফলে আপনি যে শুধু আত্মবিশ্বাস হারাবেন তা নয়, বরং আপনার আন্তরিকতাও হারিয়ে ফেলবেন। ওমর সুলাইমান",5
ক্রেইগ লিষ্টের কাজ করে এমন কোন ফ্রেন্ড কি আছে আমার লিস্টে ।।,5
"# . . আগের ওভারে চার মারছিল, ঐটা ফিজ মনে রাখছে",0
".বিএনপির সিনিয়র ভাইস চেয়ারম্যান জনাব তারেক রহমান এর বিরুদ্ধে আজ রাজধানীর তেজগাঁও থানায় দায়ের করা রাষ্ট্রদ্রোহের ষড়যন্ত্রমূলক মিথ্যা মামলায় গ্রেপ্তারি পরোয়ানা জারির তিব্র নিন্দা প্রতিবাদ জানিয়েছেন কামরুজ্জামান কামরুল সাংগঠনিক সম্পাদক সুনামগঞ্জ জেলা বিএনপি, জননন্দিত চেয়ারম্যান তাহিরপুর উপজেলা পরিষদ",4
ছাত্রশিবিরের দায়িত্বশীলদের সেই মূমিনের গুনাবলী অর্জন করতে হবে।,4
"১৪ই ফেব্রুয়ারী অনেক ফেইক অ্যাকাউন্টের জন্মদিন। দেখে নিন আপনার অ্যাকাউন্ট ক্লিন কিনা . বিঃদ্রঃ যাদের আসলেই আজকে জন্মদিন, তাদের কাছে ক্ষমাপ্রার্থী, কিন্তু ভয় পাবার কিছু নেই।",5
ফাইনালি। হোয়াট এন এসিস্ট! নেইমার লাভ ইউ। #ব্রাজিল,0
"বালকটি বৃষ্টি পাগল. অনেকদিন বৃষ্টির অপেক্ষায় পুরো শীতটা কোনরকমে কাটিয়ে দিলেও কাল রাতে যেন বৃষ্টি নিয়ে সব স্মৃতি আর কল্পনাগুলো হাতড়ে বেরাচ্ছিল. প্রকৃতি কার্পণ্য করেনি. প্রথম বৃষ্টি, আর ভিজব না,তা কি করে হয়. #সিলেট < #",5
যাইতে ইচ্ছা করে (,5
"মানুষের যখন স্বার্থচিন্তায় তাড়িত হয়, তখন তার ভিতরের শিশুটি হারিয়ে যায়। তার চোখের চাহনিতে এবং মুখের হাসিতে, শিশুর সরলতা আর খুজেঁ পাওয়া যায় না.",5
"প্রিয় এম সি কলেজের নতুন গেইট,",5
কাজির বাজার ব্রীজে আড্ডায় কেমেরা বন্দি।,2
"হাসি কি জিনিস, তা হাড়ে হাড়ে টের পাবেন।চলছে মুত এফ এম পেয়ার টেল .।।সাথে আছি আমি টয়লেট ক্লিনার রাসেল . আমাদের কে আজ মুতার কাহিনি বলার জন্য অনেকেই এসেছেন. তাই দেরি না করে চলে যাচ্ছি তাদের কাছে . ভাই আপনার মৌতিক ঘটনা টা শেয়ার করুন . আগত ব্যাক্তি তখন শীতকাল ছিল . আমি পাশের গ্রামে মুরগি চুরি করতে যাবো . পথিমধ্যে আমার হিসু চাপলও . ।।তো আশে পাশে কোন টয়লেট নেই .আর সহ্য করতে না পেরে আমি এক বট গাছের চিপায় গেলাম মুততে .অন্ধকার চার পাশে . আমি যেই না মুততে শুরু করলাম তখনি কে জানি বলে উঠলো কে কে?কে আমার গায়ে.",5
রাষ্ট্রীয় ভাবে কুরআন প্রতিষ্ঠার সংগ্রামে তিনি সিপাহসালার।,4
"বাংলাদেশ ইসলামী ছাত্রশিবিরের কেন্দ্রীয় সভাপতি ইয়াছিন আরাফাত বলেন, ইসলামী আন্দোলনের কর্মীরা নির্ভিক।",4
উপরেতো উনার ফেসবুক লিঙ্ক দেয়া আছে।   হিরো অব দ্য টাইম।,3
বাংলাদেশ ছাত্রলীগ সুনামগঞ্জ জেলা শাখার সাবেক যুগ্ন-সাধারন সম্পাদক এর ভাইয়ের বিয়েতে মিন্টু ভাই ও আমি।,4
রাজপথে লড়াই সংগ্রমের সংগঠন বাংলাদেশ ছাত্রলীগ।,4
"আশরাফুলের ৫০ তম টেস্টে বাংলাদেশ ওয়েস্ট ইন্ডিজরে হারাইসে। মুশফিকের ৫০ তম টেস্টে বাংলাদেশ ইংল্যান্ডরে হারাইসে।  আর এইটা তো বাংলাদেশের ক্রিকেট ইতিহাসের সেরা দুই ক্রিকেটার সাকিবতামিমের ৫০ তম টেস্ট।  ভয় পাও অজি, ভয় পাও......",0
"বরাবরের মতো এসবিএফ আজো ছিলো মাঠে। মাঠের ১১ বাঘকে উৎসাহ দিতে একটুও কার্পণ্য করি নি। প্রতিদান দিয়েছে দুই হাত ভরে। প্রতিদান তারা দিয়েছে দ্বিগুণ ভালোবাসা দিয়ে। স্বপ্নের চেয়েও সুন্দর একটা দিন। ফুটবল নামক খেলাটির প্রতি ভালোবাসা জন্মিয়ে দিয়েছে পিচ্চি বাঘগুলা। কি ছিলো না আজকের ম্যাচে? স্পিড, ড্রিবলিং,.",0
মালাউনের বাচ্চারে জবাই কর,3
"হার্ডিঞ্জ ব্রিজ,সোডিয়াম আলো,পদ্মা নদীর সৌন্দর্য আনন্দযোগ শেষে মুহূর্তগুলো ফ্রেমে বন্দি",2
"ইন্ডিয়ান রা পড়ালেখা করছে রুবেল, মাশরাফি আর তাসকিন কে নিয়ে,কিন্তু মাগার প্রশ্ন আইছে সিলিবাসের বাইরে থেকে,বস মুস্তাফিজ,",0
